SupplierID,SupplierName,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,City,Country,CountryCode,State,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CustomerFeedback,LeadTimeDays,OrderMonth,FeedbackScore,RevenuePerUnit
746,Livefish,8966,Mercedes-Benz,SLK-Class,Aquamarine,2007,555992.61,41268-441,Korella Blastock,Female,Executive Secretary,Portland,United States,US,Maine,2019-02-08,66336-135,2019-04-04,First Class,Truck,4109,807953.8,1,0.72,jcb,Bad,55,2019-02,2,807953.8
747,Yamia,8948,Subaru,Alcyone SVX,Red,1994,658137.7,55154-7453,Ofelia Bevans,Female,Geologist I,Des Moines,United States,US,Iowa,2019-02-21,43269-835,2019-01-07,First Class,Truck,50369,810300.48,2,0.59,switch,Okay,-45,2019-02,3,405150.24
748,Oyoyo,4421,Mercury,Mariner,Fuscia,2009,617304.48,54118-7188,Cornell Duddle,Male,Project Manager,El Paso,United States,US,Texas,2018-08-29,56062-288,2019-02-17,Second Class,Truck,88558,896202.42,2,0.58,maestro,Bad,172,2018-08,2,448101.21
749,Janyx,6191,Ford,Explorer Sport Trac,Teal,2007,587498.89,46122-245,Dwight Dome,Male,Computer Systems Analyst III,Washington,United States,US,District of Columbia,2018-07-11,52642-006,2019-02-22,Second Class,Air,20520,708585.42,1,0.5,jcb,Very Good,226,2018-07,5,708585.42
750,Jamia,9341,Pontiac,Parisienne,Red,1986,797632.01,61314-294,Alf Alsina,Male,Engineer IV,Lubbock,United States,US,Texas,2019-01-03,0498-0015,2019-03-17,Second Class,Air,79452,879851.55,2,0.58,jcb,Good,73,2019-01,4,439925.775
751,Eayo,3860,Volvo,S40,Purple,2000,512972.42,64117-228,Cindelyn Pittson,Female,Sales Associate,Tempe,United States,US,Arizona,2019-02-04,59547-310,2019-05-27,First Class,Truck,85284,758801.6,1,0.89,mastercard,Okay,112,2019-02,3,758801.6
752,Skyvu,346,BMW,M3,Aquamarine,1999,568442.22,42546-175,Neils Mandrey,Male,Financial Advisor,Colorado Springs,United States,US,Colorado,2018-12-11,0179-0013,2019-01-27,Second Class,Truck,80951,743731.19,2,0.38,visa,Bad,47,2018-12,2,371865.595
753,Zoonoodle,7913,Toyota,Land Cruiser,Turquoise,1992,591927.57,75857-1123,Ronni Jeffress,Female,Budget/Accounting Analyst I,New Hyde Park,United States,US,New York,2019-03-22,57237-095,2019-02-18,First Class,Truck,11044,872304.78,2,0.85,bankcard,Very Good,-32,2019-03,5,436152.39
754,Eadel,5464,Chevrolet,Avalanche 2500,Fuscia,2004,670113.56,55648-172,Brandtr Ianizzi,Male,Environmental Specialist,Clearwater,United States,US,Florida,2019-05-08,0069-2980,2019-03-19,Second Class,Air,34620,825038.13,2,0.69,americanexpress,Good,-50,2019-05,4,412519.065
755,Vitz,1359,Chevrolet,Impala,Pink,2003,554905.32,76461-910,Loree Payne,Female,Structural Engineer,Ogden,United States,US,Utah,2018-08-12,37808-604,2019-04-05,Standard Class,Truck,84409,942568.23,2,0.57,switch,Very Bad,236,2018-08,1,471284.115
756,Feedfish,9311,Chevrolet,Cruze,Violet,2012,521331.19,54973-3112,Mallissa O'Connel,Female,Geologist I,Tucson,United States,US,Arizona,2018-12-04,0185-0055,2019-06-17,First Class,Air,85715,737000.96,2,0.77,china-unionpay,Bad,195,2018-12,2,368500.48
757,Photobean,2932,Chevrolet,Avalanche,Violet,2012,736871.5,64117-293,Lucinda Mackro,Female,Systems Administrator I,Boise,United States,US,Idaho,2018-09-19,67457-198,2019-06-07,Standard Class,Air,83727,906450.0,1,0.71,jcb,Okay,261,2018-09,3,906450.0
758,Skaboo,9749,Pontiac,G8,Goldenrod,2008,625853.14,60505-2664,Vinson Derges,Male,Account Coordinator,El Paso,United States,US,Texas,2018-12-07,13537-138,2019-02-20,Same Day,Air,79940,712344.87,2,0.33,china-unionpay,Very Bad,75,2018-12,1,356172.435
759,Voonix,1287,Porsche,Boxster,Puce,2003,752105.28,55312-160,Daphna Winckworth,Female,Web Developer IV,Norcross,United States,US,Georgia,2018-09-07,53808-0748,2019-05-18,Standard Class,Air,30092,946883.85,1,0.27,jcb,Bad,253,2018-09,2,946883.85
760,Kwimbee,1453,Buick,Park Avenue,Goldenrod,2004,723963.65,0024-2792,Hobie McRoberts,Male,Civil Engineer,Denver,United States,US,Colorado,2018-12-10,63629-3868,2019-05-27,First Class,Air,80209,909290.18,2,0.82,jcb,Very Bad,168,2018-12,1,454645.09
761,Latz,1732,Lexus,RX,Indigo,2000,540060.54,52125-338,Creight Munnery,Male,Food Chemist,Albuquerque,United States,US,New Mexico,2018-10-10,58790-301,2019-01-23,Second Class,Truck,87201,886736.71,2,0.45,mastercard,Very Bad,105,2018-10,1,443368.355
762,Mydeo,1699,Subaru,Baja,Indigo,2004,674903.69,36987-2585,Yvon Hodgin,Male,Staff Accountant I,Columbia,United States,US,Missouri,2019-05-22,55758-005,2019-05-26,First Class,Truck,65211,707931.34,1,0.25,instapayment,Bad,4,2019-05,2,707931.34
763,Wikivu,881,MINI,Countryman,Aquamarine,2012,532835.06,42291-886,Alexine Wadforth,Female,Recruiter,Riverside,United States,US,California,2019-01-21,36987-3172,2019-04-08,Second Class,Truck,92505,958102.91,1,0.82,jcb,Good,77,2019-01,4,958102.91
764,Livepath,8372,Hyundai,Tiburon,Maroon,2001,506158.64,59746-383,Sarita Harrhy,Female,Human Resources Assistant I,Pittsburgh,United States,US,Pennsylvania,2018-08-16,47335-924,2019-04-05,Standard Class,Air,15235,893722.79,2,0.71,diners-club-us-ca,Okay,232,2018-08,3,446861.395
765,Yotz,721,Chevrolet,Tahoe,Violet,2005,548028.15,50484-303,Fredek Curwen,Male,Software Engineer I,Toledo,United States,US,Ohio,2019-02-07,0591-3221,2019-02-08,Standard Class,Air,43699,846156.49,1,0.66,maestro,Very Good,1,2019-02,5,846156.49
766,Devbug,1254,Isuzu,Rodeo,Orange,2004,782289.27,61715-028,Rodolph Domke,Male,Actuary,Hayward,United States,US,California,2019-01-28,21695-133,2019-03-26,Second Class,Truck,94544,893327.67,2,0.4,jcb,Very Bad,57,2019-01,1,446663.835
767,Yodo,6639,Mercedes-Benz,CL-Class,Khaki,1999,671257.73,50438-102,Ninon Vinsen,Female,Physical Therapy Assistant,Reading,United States,US,Pennsylvania,2018-10-19,49349-796,2019-05-07,Same Day,Truck,19605,738293.36,2,0.5,china-unionpay,Good,200,2018-10,4,369146.68
768,Yadel,8544,Chevrolet,Malibu,Goldenrod,1997,560465.15,0113-0425,Paloma Keatch,Female,Environmental Specialist,Akron,United States,US,Ohio,2019-02-06,41250-299,2019-02-02,First Class,Truck,44393,947205.47,1,0.48,jcb,Okay,-4,2019-02,3,947205.47
769,Aivee,4491,Ford,F450,Pink,2009,655279.64,15127-900,Alexandre Shercliff,Male,Geological Engineer,Scottsdale,United States,US,Arizona,2019-03-16,21695-065,2019-03-30,Same Day,Air,85271,869230.15,2,0.55,maestro,Very Good,14,2019-03,5,434615.075
770,Blogtags,254,Ford,Flex,Indigo,2010,587554.81,0641-6068,Maritsa Kilner,Female,Accounting Assistant II,Tuscaloosa,United States,US,Alabama,2019-01-05,42411-041,2019-05-25,Second Class,Truck,35487,843974.59,1,0.39,americanexpress,Bad,140,2019-01,2,843974.59
771,Edgetag,3966,Mitsubishi,Galant,Maroon,2002,685615.59,11673-536,Wilona Punch,Female,Analyst Programmer,Columbia,United States,US,South Carolina,2019-03-27,0173-0699,2019-05-08,Standard Class,Truck,29240,865143.18,1,0.32,jcb,Okay,42,2019-03,3,865143.18
772,Feedmix,442,Jaguar,XJ Series,Indigo,2003,622723.51,55154-1385,Reece Pummell,Male,Design Engineer,Greenville,United States,US,South Carolina,2019-01-01,10237-833,2019-04-10,First Class,Air,29615,921861.76,1,0.31,jcb,Bad,99,2019-01,2,921861.76
773,Zoozzy,8692,Chevrolet,Malibu,Violet,2006,630537.16,0023-4385,Ileana Meran,Female,Research Associate,Naperville,United States,US,Illinois,2019-05-12,0074-4341,2019-01-21,Same Day,Truck,60567,978429.15,1,0.78,laser,Good,-111,2019-05,4,978429.15
774,Mydeo,9423,Buick,Electra,Indigo,1984,660346.54,47593-458,Gayle Shillabeer,Female,Editor,Chicago,United States,US,Illinois,2019-04-07,43419-024,2019-01-23,Second Class,Air,60674,721969.72,1,0.67,diners-club-enroute,Good,-74,2019-04,4,721969.72
775,Podcat,9534,Volkswagen,Corrado,Aquamarine,1993,666658.35,36987-2515,Jon Alvar,Male,Registered Nurse,Cincinnati,United States,US,Ohio,2018-12-18,42808-300,2019-02-22,First Class,Truck,45213,962546.17,2,0.31,americanexpress,Okay,66,2018-12,3,481273.085
776,Jaxworks,4529,Oldsmobile,Intrigue,Purple,2000,664182.08,63187-009,Jefferey Tourle,Male,Chief Design Engineer,South Bend,United States,US,Indiana,2018-12-23,50845-0046,2019-02-06,Same Day,Air,46620,979670.86,1,0.6,jcb,Very Good,45,2018-12,5,979670.86
777,Skajo,7094,Chevrolet,2500,Turquoise,1994,598993.98,55319-619,Olive Rodolf,Female,Analyst Programmer,New York City,United States,US,New York,2019-05-07,0168-0309,2019-01-04,Second Class,Truck,10014,712411.61,2,0.64,jcb,Okay,-123,2019-05,3,356205.805
778,Leexo,3761,Plymouth,Neon,Purple,1996,610626.3,65044-9961,Isidora Brugger,Female,Research Assistant IV,New York City,United States,US,New York,2019-05-30,0006-0078,2019-03-26,First Class,Air,10060,943388.33,2,0.39,switch,Very Bad,-65,2019-05,1,471694.165
779,Linklinks,7923,Toyota,Camry,Turquoise,2006,524379.6,0781-5348,Dario Woodnutt,Male,Account Coordinator,Jamaica,United States,US,New York,2018-07-18,55154-2860,2019-02-28,First Class,Air,11436,798116.34,1,0.43,jcb,Good,225,2018-07,4,798116.34
780,Skalith,5532,Audi,A6,Yellow,2005,608858.62,10702-018,Melodee Lindholm,Female,VP Sales,San Francisco,United States,US,California,2019-05-08,10056-060,2019-01-16,Standard Class,Truck,94121,758026.52,1,0.46,jcb,Very Bad,-112,2019-05,1,758026.52
781,Feedfire,9436,Ford,LTD Crown Victoria,Mauv,1985,690369.07,54868-3533,Cacilia Vina,Female,Paralegal,Austin,United States,US,Texas,2018-12-17,60429-145,2019-02-28,Second Class,Air,78715,965516.53,1,0.38,switch,Very Bad,73,2018-12,1,965516.53
782,Twiyo,9381,Volkswagen,Type 2,Red,1988,571972.07,54868-6387,Stephannie Senett,Female,Marketing Assistant,San Antonio,United States,US,Texas,2019-03-02,52125-862,2019-02-14,Standard Class,Truck,78230,777987.42,1,0.33,jcb,Good,-16,2019-03,4,777987.42
783,Meemm,90,Dodge,Neon,Aquamarine,1996,502707.19,51346-144,Lester Harpham,Male,Associate Professor,Boston,United States,US,Massachusetts,2019-06-07,41190-656,2019-03-21,Standard Class,Air,2124,724816.67,1,0.26,solo,Bad,-78,2019-06,2,724816.67
784,Skyvu,8454,Buick,Riviera,Indigo,1987,554071.85,61919-178,Ker Borsi,Male,Clinical Specialist,Texarkana,United States,US,Texas,2019-01-27,43063-025,2019-04-14,Standard Class,Truck,75507,858393.4,2,0.7,jcb,Bad,77,2019-01,2,429196.7
785,Agivu,6941,Buick,Somerset,Puce,1986,710069.75,0172-3762,Kary Bellord,Female,VP Sales,Wilmington,United States,US,North Carolina,2018-09-08,0363-0563,2019-04-17,Same Day,Truck,28410,951537.81,2,0.77,instapayment,Good,221,2018-09,4,475768.905
786,Geba,7931,Honda,Accord,Fuscia,1992,643646.96,57664-056,Kincaid Wavish,Male,Clinical Specialist,Port Saint Lucie,United States,US,Florida,2018-12-10,52164-1120,2019-01-13,Same Day,Truck,34985,744448.14,1,0.25,jcb,Bad,34,2018-12,2,744448.14
787,Mynte,4131,Mercury,Cougar,Turquoise,1992,614712.24,48951-7116,Kelby Ingleton,Male,Chemical Engineer,Salem,United States,US,Oregon,2018-06-19,36800-539,2019-02-01,Same Day,Truck,97306,818639.1,1,0.68,mastercard,Bad,227,2018-06,2,818639.1
788,Brainsphere,9912,Isuzu,i-370,Khaki,2007,666631.31,52584-482,Cy Trenoweth,Male,Developer IV,Dallas,United States,US,Texas,2018-11-30,36987-3033,2019-02-01,Same Day,Truck,75260,771306.73,2,0.87,jcb,Very Good,63,2018-11,5,385653.365
789,Aimbu,9622,Toyota,Highlander,Crimson,2005,769788.04,69161-002,Dimitry Quillinane,Male,Database Administrator III,Miami,United States,US,Florida,2018-07-01,48102-012,2019-04-10,Same Day,Truck,33196,838665.48,2,0.28,jcb,Okay,283,2018-07,3,419332.74
790,Minyx,9324,Dodge,Intrepid,Violet,1993,668395.35,50458-194,Lee Twohig,Male,Staff Scientist,Pasadena,United States,US,California,2019-04-27,36987-1677,2019-01-03,Same Day,Air,91131,754455.42,1,0.51,visa-electron,Good,-114,2019-04,4,754455.42
791,Jayo,4994,Mitsubishi,Galant,Indigo,1988,702080.03,57955-1531,Patton Ritmeyer,Male,Financial Advisor,Van Nuys,United States,US,California,2019-02-25,44924-116,2019-04-10,Standard Class,Truck,91499,985957.59,1,0.85,solo,Very Good,44,2019-02,5,985957.59
792,Twitternation,604,Mazda,B2500,Mauv,2001,605937.43,0093-7304,Coleman Tallach,Male,Biostatistician II,Springfield,United States,US,Illinois,2019-04-02,55154-6637,2019-01-27,First Class,Truck,62723,877869.33,1,0.49,jcb,Okay,-65,2019-04,3,877869.33
793,Linkbridge,821,Mazda,MX-3,Pink,1994,727119.19,65841-695,Christie Cerie,Female,Electrical Engineer,Corpus Christi,United States,US,Texas,2019-04-19,36987-2236,2019-02-24,First Class,Air,78465,833020.08,1,0.63,americanexpress,Bad,-54,2019-04,2,833020.08
794,Dabfeed,7974,Toyota,Highlander Hybrid,Purple,2007,795092.9,10893-520,Tiebout Usherwood,Male,Physical Therapy Assistant,El Paso,United States,US,Texas,2018-10-01,0363-0637,2019-04-02,Same Day,Air,88574,818760.3,1,0.48,jcb,Good,183,2018-10,4,818760.3
795,Brainsphere,3798,Chevrolet,Silverado 1500,Orange,2010,561500.73,67510-0026,Frederic Oulett,Male,Information Systems Manager,San Antonio,United States,US,Texas,2018-09-16,0245-0036,2019-04-24,First Class,Air,78245,962693.7,1,0.59,maestro,Okay,220,2018-09,3,962693.7
796,Eadel,5672,Toyota,Sequoia,Indigo,2009,655405.7,21695-575,Karlen Cocozza,Female,Associate Professor,Lakewood,United States,US,Washington,2018-11-26,51439-006,2019-01-31,Same Day,Truck,98498,937411.83,1,0.75,diners-club-us-ca,Very Bad,66,2018-11,1,937411.83
797,Teklist,149,Lexus,ES,Mauv,2012,751092.56,16590-301,Sibley Benez,Female,Office Assistant I,Jamaica,United States,US,New York,2019-02-22,21749-527,2019-05-11,First Class,Air,11436,973918.97,2,0.85,visa,Okay,78,2019-02,3,486959.485
798,Omba,6292,Mazda,MX-3,Pink,1992,728047.96,37205-715,Hubie Leal,Male,VP Product Management,Tampa,United States,US,Florida,2019-05-12,49281-650,2019-01-14,Same Day,Truck,33610,994596.86,1,0.34,jcb,Bad,-118,2019-05,2,994596.86
799,Trupe,3829,Chevrolet,Express 2500,Maroon,2011,675338.91,52019-001,Lanita Kelson,Female,Structural Analysis Engineer,Colorado Springs,United States,US,Colorado,2018-10-10,60760-687,2019-01-23,Same Day,Air,80940,847257.76,1,0.35,diners-club-enroute,Very Bad,105,2018-10,1,847257.76
800,Jaxbean,8552,GMC,Canyon,Puce,2010,664490.55,49349-991,Jaquelyn Pietersma,Female,Web Developer III,Shawnee Mission,United States,US,Kansas,2019-04-28,36987-1044,2019-04-02,Standard Class,Air,66220,700793.26,2,0.89,jcb,Very Bad,-26,2019-04,1,350396.63
801,Leenti,1529,Saab,900,Green,1993,603350.95,36987-1806,Avrit Pinnock,Female,Geologist IV,Denver,United States,US,Colorado,2018-09-18,10738-303,2019-05-09,Second Class,Truck,80204,875413.97,2,0.55,laser,Bad,233,2018-09,2,437706.985
802,Demizz,392,Eagle,Summit,Teal,1995,555102.39,60681-3003,Tedd Standbrook,Male,Legal Assistant,Lafayette,United States,US,Louisiana,2018-10-30,49349-548,2019-06-13,Same Day,Air,70593,819766.0,1,0.5,mastercard,Very Good,226,2018-10,5,819766.0
803,Voonte,85,Jeep,Wrangler,Red,1997,725723.46,42281-003,Adore Juschka,Female,Financial Analyst,Las Vegas,United States,US,Nevada,2019-04-23,63255-011,2019-01-19,Same Day,Truck,89105,971462.87,1,0.44,jcb,Bad,-94,2019-04,2,971462.87
804,Innotype,5553,Dodge,Nitro,Teal,2007,605198.31,0093-5517,Brantley Elflain,Male,Computer Systems Analyst III,Staten Island,United States,US,New York,2018-08-27,53489-176,2019-03-01,First Class,Truck,10310,900182.01,1,0.79,laser,Very Bad,186,2018-08,1,900182.01
805,Babbleopia,294,Chevrolet,Impala,Violet,1996,644489.28,16714-613,Way Feild,Male,Senior Editor,Houston,United States,US,Texas,2018-07-31,66336-393,2019-03-01,First Class,Air,77293,799501.28,1,0.36,jcb,Very Bad,213,2018-07,1,799501.28
806,Podcat,7254,Suzuki,XL-7,Teal,2006,642628.37,75940-122,Arnie Fiddiman,Male,Geologist IV,Gadsden,United States,US,Alabama,2019-04-03,55154-9420,2019-01-31,Standard Class,Air,35905,952251.48,1,0.28,switch,Very Bad,-62,2019-04,1,952251.48
807,Browsetype,3350,Mazda,CX-7,Teal,2012,594192.3,54868-6253,Casey Seale,Male,Senior Sales Associate,Houston,United States,US,Texas,2018-08-15,36987-2115,2019-02-12,Standard Class,Truck,77223,702288.18,2,0.58,jcb,Very Good,181,2018-08,5,351144.09
808,Midel,7771,Ford,Tempo,Mauv,1985,524291.69,63629-4458,Godfree Trase,Male,Assistant Media Planner,Seattle,United States,US,Washington,2018-06-23,68308-020,2019-01-02,Standard Class,Truck,98185,906147.82,1,0.88,diners-club-enroute,Very Good,193,2018-06,5,906147.82
809,Realfire,3888,Dodge,Ram 3500,Violet,2007,692027.6,0074-3799,Templeton Cleyne,Male,Graphic Designer,Pasadena,United States,US,Texas,2018-10-19,37205-725,2019-02-16,First Class,Air,77505,870236.27,1,0.45,bankcard,Good,120,2018-10,4,870236.27
810,Devcast,5283,Chrysler,Grand Voyager,Indigo,2000,554014.56,0268-6686,Mitzi Mussettini,Female,Environmental Specialist,Winter Haven,United States,US,Florida,2018-08-10,68001-252,2019-02-03,First Class,Air,33884,722715.49,2,0.62,jcb,Very Good,177,2018-08,5,361357.745
811,Oloo,6444,Chevrolet,Camaro,Turquoise,1970,574287.61,32909-723,De witt Abramovitz,Male,Web Designer IV,Anchorage,United States,US,Alaska,2019-04-26,50322-005,2019-02-20,Standard Class,Air,99599,808876.7,1,0.46,maestro,Bad,-65,2019-04,2,808876.7
812,Tekfly,7022,Buick,LeSabre,Violet,1998,660890.66,31190-500,Elyssa O'Rudden,Female,Help Desk Technician,Las Vegas,United States,US,Nevada,2019-04-27,49884-463,2019-04-06,Standard Class,Air,89145,881818.02,1,0.6,china-unionpay,Bad,-21,2019-04,2,881818.02
813,Skiptube,973,Ford,Aerostar,Goldenrod,1996,646786.9,76126-007,Egbert Cassely,Male,Nurse,Hicksville,United States,US,New York,2018-12-03,14783-472,2019-06-14,First Class,Air,11854,987134.53,2,0.3,jcb,Very Bad,193,2018-12,1,493567.265
814,Zoombeat,3143,Dodge,Avenger,Yellow,1996,543943.57,42291-897,Lurlene Naldrett,Female,Physical Therapy Assistant,Boise,United States,US,Idaho,2019-02-17,55154-6270,2019-01-13,Standard Class,Truck,83722,726796.18,1,0.25,diners-club-carte-blanche,Good,-35,2019-02,4,726796.18
815,Brainbox,9772,Saab,9000,Puce,1987,592913.25,60432-455,Angelica Bohman,Female,Software Engineer IV,Irvine,United States,US,California,2018-08-01,0093-1026,2019-01-09,First Class,Air,92619,891565.81,2,0.77,jcb,Bad,161,2018-08,2,445782.905
816,Realblab,9382,Dodge,Ram 3500 Club,Khaki,1995,533036.86,49349-531,June Tattam,Female,Software Consultant,Las Vegas,United States,US,Nevada,2018-10-31,54868-4198,2019-01-10,First Class,Truck,89120,855322.41,2,0.46,maestro,Very Bad,71,2018-10,1,427661.205
817,Avavee,779,Ford,Ranger,Aquamarine,1985,755070.16,11673-977,Dari Boston,Female,Business Systems Development Analyst,Warren,United States,US,Michigan,2019-04-19,62011-0225,2019-01-14,First Class,Truck,48092,825703.77,2,0.75,jcb,Okay,-95,2019-04,3,412851.885
818,Plajo,5661,Volvo,XC70,Mauv,2011,763623.22,49349-774,Kaylyn Boutellier,Female,Administrative Assistant III,Minneapolis,United States,US,Minnesota,2018-08-05,49035-439,2019-04-27,First Class,Truck,55448,803609.74,2,0.42,jcb,Good,265,2018-08,4,401804.87
819,Twinder,9711,Saab,9-5,Indigo,2006,751045.64,51346-083,Teressa Pittle,Female,Actuary,Topeka,United States,US,Kansas,2019-02-09,10424-152,2019-06-08,First Class,Truck,66617,987295.49,1,0.84,jcb,Very Good,119,2019-02,5,987295.49
820,Skidoo,672,Mazda,Familia,Khaki,1990,513142.93,0378-0345,Hermine Woolham,Female,Geologist III,Terre Haute,United States,US,Indiana,2018-09-10,52125-576,2019-06-06,First Class,Air,47805,795924.05,1,0.67,maestro,Okay,269,2018-09,3,795924.05
821,Jabbertype,9821,Dodge,Stratus,Indigo,1998,605731.65,64117-150,Arel Cass,Male,Systems Administrator III,Chicago,United States,US,Illinois,2019-06-07,43742-0344,2019-04-24,Second Class,Truck,60691,938855.45,2,0.86,visa-electron,Bad,-44,2019-06,2,469427.725
822,Skimia,8373,Pontiac,G6,Orange,2005,673145.55,63739-284,Reube Phettis,Male,Programmer Analyst IV,Santa Clara,United States,US,California,2019-04-23,63941-078,2019-03-27,First Class,Truck,95054,994510.29,1,0.56,diners-club-carte-blanche,Okay,-27,2019-04,3,994510.29
823,Wikivu,3983,Isuzu,Rodeo,Blue,1994,588224.02,36800-523,Ali Topper,Male,Compensation Analyst,Vancouver,United States,US,Washington,2019-04-17,36987-1599,2019-02-06,Second Class,Truck,98687,914946.94,1,0.76,jcb,Very Bad,-70,2019-04,1,914946.94
824,Ainyx,8799,Maserati,430,Blue,1990,775616.92,62932-142,Melantha Fullstone,Female,Product Engineer,Seattle,United States,US,Washington,2018-06-26,13533-692,2019-02-19,Second Class,Air,98109,815562.29,2,0.82,mastercard,Okay,238,2018-06,3,407781.145
825,Innotype,7071,Dodge,Charger,Violet,1969,674759.43,60505-2640,Yasmeen Antognazzi,Female,Project Manager,Seattle,United States,US,Washington,2019-03-09,54575-415,2019-04-04,Standard Class,Air,98127,956921.94,1,0.84,jcb,Okay,26,2019-03,3,956921.94
826,Livetube,3227,Toyota,Previa,Purple,1995,603356.29,51079-086,Aluino Jodkowski,Male,Graphic Designer,Indianapolis,United States,US,Indiana,2019-02-06,64942-1160,2019-05-01,Second Class,Air,46278,915587.23,2,0.85,jcb,Okay,84,2019-02,3,457793.615
827,Quaxo,8687,Jeep,Grand Cherokee,Orange,2009,748241.18,53603-4002,Audrie Teese,Female,Quality Engineer,Spring,United States,US,Texas,2018-11-08,50268-698,2019-02-04,First Class,Air,77386,770036.28,1,0.89,visa-electron,Okay,88,2018-11,3,770036.28
828,Voomm,61,Honda,Accord,Teal,1985,521198.62,62296-0036,Bert Giacomoni,Female,Nurse Practicioner,Denver,United States,US,Colorado,2018-12-02,0781-2693,2019-02-13,Second Class,Truck,80270,716417.91,1,0.39,americanexpress,Very Bad,73,2018-12,1,716417.91
829,Skinte,331,Volkswagen,Cabriolet,Turquoise,2000,700445.83,0404-6620,Nickey Truelock,Male,Engineer IV,Washington,United States,US,District of Columbia,2018-12-07,55154-6260,2019-02-25,Standard Class,Air,20260,958821.13,2,0.44,mastercard,Very Bad,80,2018-12,1,479410.565
830,Mynte,7642,Buick,Roadmaster,Crimson,1994,700547.61,51143-066,Frances Acomb,Female,Safety Technician IV,Knoxville,United States,US,Tennessee,2019-03-09,0363-0567,2019-05-10,Second Class,Truck,37924,942754.67,1,0.74,jcb,Bad,62,2019-03,2,942754.67
831,Edgeclub,8398,Ford,E350,Mauv,2004,683185.48,63868-926,Kienan De Ruel,Male,Software Engineer I,Wichita,United States,US,Kansas,2019-03-04,21695-223,2019-01-18,Second Class,Air,67220,893058.78,2,0.74,china-unionpay,Okay,-45,2019-03,3,446529.39
832,Mynte,5694,Lincoln,Town Car,Khaki,2008,562464.08,0904-5869,Shannan Humfrey,Male,Civil Engineer,Newport News,United States,US,Virginia,2018-06-28,49967-006,2019-03-30,First Class,Air,23605,774076.72,2,0.87,mastercard,Good,275,2018-06,4,387038.36
833,Oozz,8673,Nissan,Sentra,Turquoise,2003,502874.75,21695-146,Esmeralda Prodrick,Female,Help Desk Operator,Winston Salem,United States,US,North Carolina,2018-12-26,35356-765,2019-03-10,First Class,Air,27110,789455.65,2,0.42,diners-club-enroute,Bad,74,2018-12,2,394727.825
834,Tagpad,4263,Kia,Sedona,Blue,2011,532384.01,36800-618,Bambie Freemantle,Female,Dental Hygienist,New Orleans,United States,US,Louisiana,2018-12-01,76344-5001,2019-03-22,First Class,Air,70174,993960.11,2,0.31,jcb,Good,111,2018-12,4,496980.055
835,Linkbuzz,8551,Suzuki,Vitara,Red,2004,739966.48,49643-301,Brit Brennan,Female,Account Executive,Alhambra,United States,US,California,2019-05-13,0378-7155,2019-02-26,Standard Class,Air,91841,826635.9,2,0.58,maestro,Good,-76,2019-05,4,413317.95
836,Kayveo,5589,Chevrolet,Express 2500,Red,1996,786288.29,50268-453,Moira Bearward,Female,Chemical Engineer,Charlotte,United States,US,North Carolina,2019-05-19,49349-015,2019-05-24,Second Class,Air,28220,946986.17,2,0.38,mastercard,Very Good,5,2019-05,5,473493.085
837,Linkbridge,9105,Mercedes-Benz,GL-Class,Teal,2007,610117.98,36987-2265,Vittorio Mariner,Male,Administrative Officer,Harrisburg,United States,US,Pennsylvania,2018-08-30,37000-410,2019-04-12,Same Day,Air,17126,930483.56,1,0.4,visa-electron,Very Good,225,2018-08,5,930483.56
838,Divavu,6711,Acura,ZDX,Khaki,2010,757687.61,53489-590,Nikaniki Ciccottini,Female,Web Designer I,Houston,United States,US,Texas,2019-05-05,68788-9841,2019-05-05,Same Day,Air,77281,937869.14,1,0.39,diners-club-carte-blanche,Very Bad,0,2019-05,1,937869.14
839,Leexo,7722,Volvo,C70,Mauv,2013,671719.74,0440-1385,Sergeant Walkley,Male,Chief Design Engineer,Anderson,United States,US,Indiana,2019-03-30,63783-403,2019-01-27,First Class,Truck,46015,755845.16,2,0.35,jcb,Good,-62,2019-03,4,377922.58
840,InnoZ,6299,GMC,Sierra 2500HD,Turquoise,2006,794277.7,36987-2079,Ali Repper,Female,Systems Administrator IV,Austin,United States,US,Texas,2019-06-02,55154-5896,2019-05-17,Standard Class,Truck,78710,708238.89,1,0.73,jcb,Bad,-16,2019-06,2,708238.89
841,Pixope,8480,Mazda,Navajo,Maroon,1993,779729.93,68472-132,Anna-diane Jeanesson,Female,Recruiter,Knoxville,United States,US,Tennessee,2018-09-17,37808-476,2019-01-05,Same Day,Air,37995,893916.29,2,0.69,mastercard,Very Good,110,2018-09,5,446958.145
842,Feedbug,7706,Mazda,MPV,Pink,1990,680232.41,48951-1037,Elwira Maylam,Female,Account Representative II,Norman,United States,US,Oklahoma,2018-07-29,52125-051,2019-03-03,Same Day,Truck,73071,882064.51,1,0.9,jcb,Okay,217,2018-07,3,882064.51
843,Roombo,2499,Aston Martin,V12 Vantage,Green,2012,621092.39,37000-587,Zacherie Aartsen,Male,Senior Financial Analyst,Saginaw,United States,US,Michigan,2018-09-22,41250-037,2019-01-29,First Class,Air,48609,937323.87,2,0.58,jcb,Okay,129,2018-09,3,468661.935
